"","phylum","gene","description"
"6005","bacteroidetes","FIG01621834","FIG00417184: hypothetical protein"
"6006","bacteroidetes","FIG01340586","FIG00405104: hypothetical protein"
"6007","bacteroidetes","FIG01315034","FIG00407312: hypothetical protein"
"6008","bacteroidetes","FIG01473620","FIG00412264: hypothetical protein"
"6009","bacteroidetes","FIG00139259","Eukaryotic-type low-affinity urea transporter"
"6010","bacteroidetes","FIG01378055","FIG00402683: hypothetical protein"
"6011","bacteroidetes","FIG01582119","FIG00408819: hypothetical protein"
"6012","bacteroidetes","FIG01303527","Trk system potassium uptake protein TrkA"
"6013","bacteroidetes","FIG00898897","FIG00898898: hypothetical protein"
"6014","bacteroidetes","FIG00898898","FIG00403252: hypothetical protein"
"6015","bacteroidetes","FIG01497500","FIG00654603: hypothetical protein"
"6016","bacteroidetes","FIG01358603","FIG00402888: hypothetical protein"
"6017","bacteroidetes","FIG00898093","endo-1,4-beta-xylanase D precursor"
"6018","bacteroidetes","FIG01581139","ISSpo3, transposase"
"6019","bacteroidetes","FIG00145589","NAD-specific glutamate dehydrogenase (EC 1.4.1.2) / NADP-specific glutamate dehydrogenase (EC 1.4.1.4)"
"6020","bacteroidetes","FIG00765385","putative ABC transporter, ATP-binding protein"
"6021","bacteroidetes","FIG01314148","Transcriptional regulator, MarR family / Aspartate N-acetyltransferase (EC 2.3.1.17)"
"6022","bacteroidetes","FIG01439284","FIG00403140: hypothetical protein"
"6023","bacteroidetes","FIG01435273","FIG00898831: hypothetical protein"
"6024","bacteroidetes","FIG00899321","FIG00899322: hypothetical protein"
"6025","bacteroidetes","FIG01326128","FIG00402727: hypothetical protein"
"6026","bacteroidetes","FIG01336128","FIG00412396: hypothetical protein"
"6027","bacteroidetes","FIG00935893","Flavoredoxin"
"6028","bacteroidetes","FIG00554419","Aliphatic amidase AmiE (EC 3.5.1.4)"
"6029","bacteroidetes","FIG01321404","Probable glutamate/gamma-aminobutyrate antiporter"
"6030","bacteroidetes","FIG01958885","16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)"
"6031","bacteroidetes","FIG01604119","FIG00411138: hypothetical protein"
"6032","bacteroidetes","FIG01566854","FIG00896454: hypothetical protein"
"6033","bacteroidetes","FIG01581330","FIG00404570: hypothetical protein"
"6034","bacteroidetes","FIG01108329","HNH homing endonuclease"
"6035","bacteroidetes","FIG01323686","FIG00402815: hypothetical protein"
"6036","bacteroidetes","FIG01396189","Transposase, IS4"
"6037","bacteroidetes","FIG01513974","glycosyltransferase family 4"
"6038","bacteroidetes","FIG00007280","PUA-PAPS reductase like fusion"
"6039","bacteroidetes","FIG00937498","FIG00937499: hypothetical protein"
"6040","bacteroidetes","FIG01331964","FIG00412134: hypothetical protein"
"6041","bacteroidetes","FIG01515667","FIG00415062: hypothetical protein"
"6042","bacteroidetes","FIG01475159","chitin deacetylase"
"6043","bacteroidetes","FIG01475153","Histidine decarboxylase proenzyme (EC 4.1.1.22)"
"6044","bacteroidetes","FIG00897209","FIG00897708: hypothetical protein"
"6045","bacteroidetes","FIG00897205","FIG00897206: hypothetical protein"
"6046","bacteroidetes","FIG00002410","Recombinational DNA repair protein RecT (prophage associated)"
"6047","bacteroidetes","FIG01678680","putative transposase_11 DDE family protein"
"6048","bacteroidetes","FIG01342247","Voltage-gated chloride channel family protein"
"6049","bacteroidetes","FIG00896914","FIG00896915: hypothetical protein"
"6050","bacteroidetes","FIG00000673","DNA-3-methyladenine glycosylase (EC 3.2.2.20)"
"6051","bacteroidetes","FIG00003894","Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)"
"6052","bacteroidetes","FIG01382282","FIG00412997: hypothetical protein"
"6053","bacteroidetes","FIG00522914","FIG00522915: hypothetical protein"
"6054","bacteroidetes","FIG01304224","Large exoproteins involved in heme utilization or adhesion"
"6055","bacteroidetes","FIG01361670","sugar-proton symporter"
"6056","bacteroidetes","FIG01370449","FIG01290742: hypothetical protein"
"6057","bacteroidetes","FIG00013475","Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase"
"6058","bacteroidetes","FIG00898322","putative hemagglutinin"
"6059","bacteroidetes","FIG01363295","FIG00897497: hypothetical protein"
"6060","bacteroidetes","FIG01281221","FIG01281222: hypothetical protein"
"6061","bacteroidetes","FIG01388981","Tyrosine type site-specific recombinase"
"6062","bacteroidetes","FIG01331770","FIG00404083: hypothetical protein"
"6063","bacteroidetes","FIG01307576","FIG00403166: hypothetical protein"
"6064","bacteroidetes","FIG00899056","FIG00899057: hypothetical protein"
"6065","bacteroidetes","FIG01487798","FIG00409559: hypothetical protein"
"6066","bacteroidetes","FIG00450955","Sensor histidine kinase"
"6067","bacteroidetes","FIG01344139","Transcriptional regulators of sugar metabolism"
"6068","bacteroidetes","FIG00013010","Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)"
"6069","bacteroidetes","FIG01324336","FIG00403185: hypothetical protein"
"6070","bacteroidetes","FIG01727205",NA
"6071","bacteroidetes","FIG01372157","FIG00403811: hypothetical protein"
"6072","bacteroidetes","FIG01335676","FIG00405189: hypothetical protein"
"6073","bacteroidetes","FIG01315414","DNA repair and recombination protein, putative helicase"
"6074","bacteroidetes","FIG00018388","Putative glycosyl hydrolase of unknown function (DUF1680)"
"6075","bacteroidetes","FIG01497566","FIG00411666: hypothetical protein"
"6076","bacteroidetes","FIG01365563","FIG00406097: hypothetical protein"
"6077","bacteroidetes","FIG01325675","Hypothetical sugar permease"
"6078","bacteroidetes","FIG01398936","FIG00411372: hypothetical protein"
"6079","bacteroidetes","FIG01338175","Slr1117 protein"
"6080","bacteroidetes","FIG00905362",NA
"6081","bacteroidetes","FIG01661901","glycosyltransferase GtfE"
"6082","bacteroidetes","FIG00898024","FIG00898025: hypothetical protein"
"6083","bacteroidetes","FIG00002205","DNA helicase IV"
"6084","bacteroidetes","FIG00002756","Isoaspartyl dipeptidase (EC 3.4.19.5) @ Asp-X dipeptidase"
"6085","bacteroidetes","FIG01549869","FIG00404852: hypothetical protein"
"6086","bacteroidetes","FIG01665576","Abi-like protein"
"6087","bacteroidetes","FIG01424040","FIG00405769: hypothetical protein"
"6088","bacteroidetes","FIG00001427","Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)"
"6089","bacteroidetes","FIG01345150","FIG00407711: hypothetical protein"
"6090","bacteroidetes","FIG01915218","FIG00417315: hypothetical protein"
"6091","bacteroidetes","FIG01398558","glutaminase"
"6092","bacteroidetes","FIG01306367","Polysialic acid transport protein KpsD precursor"
"6093","bacteroidetes","FIG01343686","FIG00405237: hypothetical protein"
"6094","bacteroidetes","FIG01327324","MarC family integral membrane protein"
"6095","bacteroidetes","FIG01313200","leucine-rich repeat protein, function unknown"
"6096","bacteroidetes","FIG01324072","FIG00406453: hypothetical protein"
"6097","bacteroidetes","FIG01449505","hypothetical protein"
"6098","bacteroidetes","FIG01437115","Glycosyltransferase, family 8"
"6099","bacteroidetes","FIG00897624","FIG00897625: hypothetical protein"
"6100","bacteroidetes","FIG01372525","FIG00404351: hypothetical protein"
"6101","bacteroidetes","FIG01389729","FIG00408093: hypothetical protein"
"6102","bacteroidetes","FIG00043030","Exodeoxyribonuclease V beta chain (EC 3.1.11.5)"
"6103","bacteroidetes","FIG01691666","FIG00405347: hypothetical protein"
"6104","bacteroidetes","FIG01366154","transcription regulator, AraC-type"
"6105","bacteroidetes","FIG00462943","Terminase"
"6106","bacteroidetes","FIG00897883","FIG00897884: hypothetical protein"
"6107","bacteroidetes","FIG00138938","tRNA(Cytosine32)-2-thiocytidine synthetase"
"6108","bacteroidetes","FIG00517637","FIG00517640: hypothetical protein"
"6109","bacteroidetes","FIG00023427","Agglutination protein"
"6110","bacteroidetes","FIG01385045","hypothetical protein"
"6111","bacteroidetes","FIG01378572","FIG00408816: hypothetical protein"
"6112","bacteroidetes","FIG01304279","Di/tripeptide permease DtpT"
"6113","bacteroidetes","FIG01379993","FIG00409689: hypothetical protein"
"6114","bacteroidetes","FIG01330315","Site-specific recombinase, phage integrase family"
"6115","bacteroidetes","FIG01345949","TonB-dependent outer membrane receptor"
"6116","bacteroidetes","FIG00939249","protein containing nucleotide-diphospho-sugar transferase domain"
"6117","bacteroidetes","FIG01440595","FIG00408527: hypothetical protein"
"6118","bacteroidetes","FIG01316523","HNH endonuclease"
"6119","bacteroidetes","FIG01353293","FIG00898258: hypothetical protein"
"6120","bacteroidetes","FIG00134830","Lysine 2,3-aminomutase (EC 5.4.3.2)"
"6121","bacteroidetes","FIG01481625","FIG00403902: hypothetical protein"
"6122","bacteroidetes","FIG01281247","outer membrane protein SusE"
"6123","bacteroidetes","FIG01307772","FIG00416648: hypothetical protein"
"6124","bacteroidetes","FIG01337979","FIG00411713: hypothetical protein"
"6125","bacteroidetes","FIG00945419","MoxR-like ATPase"
"6126","bacteroidetes","FIG01343985","FIG00404296: hypothetical protein"
"6127","bacteroidetes","FIG01719204","UPF0331 protein MA_1296"
"6128","bacteroidetes","FIG01320901","endo-1,4-beta-xylanase Z precursor"
"6129","bacteroidetes","FIG01399471","FIG00405988: hypothetical protein"
"6130","bacteroidetes","FIG01348311","probable methyltransferase"
"6131","bacteroidetes","FIG01520253","two-component sensor kinase"
"6132","bacteroidetes","FIG01458479","FIG00406051: hypothetical protein"
"6133","bacteroidetes","FIG01227248","Glycosyltransferase involved in cell wall biogenesis"
"6134","bacteroidetes","FIG00015082",NA
"6135","bacteroidetes","FIG00939872","FIG00939874: hypothetical protein"
"6136","bacteroidetes","FIG01767524","FIG00415328: hypothetical protein"
"6137","bacteroidetes","FIG00431779","Branched-chain amino acid transport protein AzlC"
"6138","bacteroidetes","FIG00896548","FIG00896549: hypothetical protein"
"6139","bacteroidetes","FIG00896545","Mannan endo-1,4-beta-mannosidase"
"6140","bacteroidetes","FIG00897141","FIG00897142: hypothetical protein"
"6141","bacteroidetes","FIG00897410","FIG00897411: hypothetical protein"
"6142","bacteroidetes","FIG00654132","FIG00654134: hypothetical protein"
"6143","bacteroidetes","FIG01624779","FIG00408291: hypothetical protein"
"6144","bacteroidetes","FIG01760393","FIG00412465: hypothetical protein"
"6145","bacteroidetes","FIG01859471","Phage related lysozyme"
"6146","bacteroidetes","FIG01536265","Outer membrane assembly protein"
"6147","bacteroidetes","FIG00000737","Two-component system response regulator QseB"
"6148","bacteroidetes","FIG01319925","Pirin"
"6149","bacteroidetes","FIG01493460","FIG00896785: hypothetical protein"
"6150","bacteroidetes","FIG00938838","FIG00411912: hypothetical protein"
"6151","bacteroidetes","FIG01336163","FIG00402964: hypothetical protein"
"6152","bacteroidetes","FIG01401589","DoxX family protein"
"6153","bacteroidetes","FIG01424972","DNA topoisomerase III domain"
"6154","bacteroidetes","FIG01321193","FIG00402702: hypothetical protein"
"6155","bacteroidetes","FIG01349536","ATP-dependent DNA helicase"
"6156","bacteroidetes","FIG01551783","FIG00414220: hypothetical protein"
"6157","bacteroidetes","FIG01611279","FIG00405976: hypothetical protein"
"6158","bacteroidetes","FIG00110521","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon"
"6159","bacteroidetes","FIG00526092","capsular polysaccharide biosynthsis protein"
"6160","bacteroidetes","FIG00939053","FIG00939054: hypothetical protein"
"6161","bacteroidetes","FIG01314205","FIG00413399: hypothetical protein"
"6162","bacteroidetes","FIG00938454","FIG00405790: hypothetical protein"
"6163","bacteroidetes","FIG00938451","FIG00938452: hypothetical protein"
"6164","bacteroidetes","FIG01343663","FIG00405194: hypothetical protein"
"6165","bacteroidetes","FIG01677166","FIG00935838: hypothetical protein"
"6166","bacteroidetes","FIG01350129","FIG00404706: hypothetical protein"
"6167","bacteroidetes","FIG01432943","FIG00412424: hypothetical protein"
"6168","bacteroidetes","FIG00058747","Sulfur carrier protein ThiS"
"6169","bacteroidetes","FIG01528897","FIG00407510: hypothetical protein"
"6170","bacteroidetes","FIG01315156","Ser/Thr protein phosphatase family protein"
"6171","bacteroidetes","FIG01383661","FIG00407264: hypothetical protein"
"6172","bacteroidetes","FIG01485223","FIG00409533: hypothetical protein"
"6173","bacteroidetes","FIG01447250","GumL protein"
"6174","bacteroidetes","FIG01351834","FIG00403816: hypothetical protein"
"6175","bacteroidetes","FIG01351835","Maebl"
"6176","bacteroidetes","FIG01592580","FIG00414726: hypothetical protein"
"6177","bacteroidetes","FIG01397952","FIG00405193: hypothetical protein"
"6178","bacteroidetes","FIG00896952","FIG00896953: hypothetical protein"
"6179","bacteroidetes","FIG01447078","FIG00407362: hypothetical protein"
"6180","bacteroidetes","FIG01636978","FIG00410869: hypothetical protein"
"6181","bacteroidetes","FIG01348467","FIG00411469: hypothetical protein"
"6182","bacteroidetes","FIG00937966","FIG00937967: hypothetical protein"
"6183","bacteroidetes","FIG01323434","FIG00408780: hypothetical protein"
"6184","bacteroidetes","FIG01410853","FIG00407403: hypothetical protein"
"6185","bacteroidetes","FIG01318428","RNA binding protein"
"6186","bacteroidetes","FIG01357297","FIG00409920: hypothetical protein"
"6187","bacteroidetes","FIG01545808","FIG00403559: hypothetical protein"
"6188","bacteroidetes","FIG00534553","putative type II restriction enzyme methylase subunit"
"6189","bacteroidetes","FIG00037943","Capsular polysaccharide transcription antitermination protein, UpxY family"
"6190","bacteroidetes","FIG01540839","FIG00410745: hypothetical protein"
"6191","bacteroidetes","FIG01339322","FIG00403199: hypothetical protein"
"6192","bacteroidetes","FIG01336314","FIG00406595: hypothetical protein"
"6193","bacteroidetes","FIG00898819","FIG00898821: hypothetical protein"
"6194","bacteroidetes","FIG00010713","Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO"
"6195","bacteroidetes","FIG01773824","FIG00405311: hypothetical protein"
"6196","bacteroidetes","FIG01337950","BexA, multidrug efflux pump"
"6197","bacteroidetes","FIG00006868","hypothetical protein BH3604"
"6198","bacteroidetes","FIG01326193","peptidylarginine deiminase family protein"
"6199","bacteroidetes","FIG01551196","FIG00413379: hypothetical protein"
"6200","bacteroidetes","FIG00896387","putative sodium-dependent transporter"
"6201","bacteroidetes","FIG00003998","V-type ATP synthase subunit K (EC 3.6.3.14)"
"6202","bacteroidetes","FIG00897266","FIG00897267: hypothetical protein"
"6203","bacteroidetes","FIG00898728","FIG00898729: hypothetical protein"
"6204","bacteroidetes","FIG01444067","FIG00405933: hypothetical protein"
"6205","bacteroidetes","FIG00897165","FIG00897168: hypothetical protein"
"6206","bacteroidetes","FIG01106444","putative L-arabinose isomerase"
"6207","bacteroidetes","FIG01617162","FIG00407079: hypothetical protein"
"6208","bacteroidetes","FIG01494042","FIG00409343: hypothetical protein"
"6209","bacteroidetes","FIG01795800","putative non-specific DNA-binding protein"
"6210","bacteroidetes","FIG01688348","FIG00414607: hypothetical protein"
"6211","bacteroidetes","FIG00002574","2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)"
"6212","bacteroidetes","FIG01366345","FIG00408379: hypothetical protein"
"6213","bacteroidetes","FIG01333335","FIG00403423: hypothetical protein"
"6214","bacteroidetes","FIG01421725","ATP-dependent DNA helicase recG (EC 3.6.1.-)"
"6215","bacteroidetes","FIG01395548","putative type I restriction modification system related protein"
"6216","bacteroidetes","FIG00021484","Metallo-beta-lactamase superfamily domain protein in prophage"
"6217","bacteroidetes","FIG01608221","FIG00402868: hypothetical protein"
"6218","bacteroidetes","FIG01528484","FIG00406490: hypothetical protein"
"6219","bacteroidetes","FIG01387141","Glutamate/gamma-aminobutyrate antiporter"
"6220","bacteroidetes","FIG01362441","FIG00406312: hypothetical protein"
"6221","bacteroidetes","FIG01364874","FIG00407671: hypothetical protein"
"6222","bacteroidetes","FIG01391416","putative non-specific DNA binding protein"
"6223","bacteroidetes","FIG01337236","FIG00404335: hypothetical protein"
"6224","bacteroidetes","FIG01313218","hypothetical protein"
"6225","bacteroidetes","FIG01345168","Aminoglycoside 6'-N-acetyltransferase"
"6226","bacteroidetes","FIG00001121","Colicin V production protein"
"6227","bacteroidetes","FIG00019989","Ammonium transporter family"
"6228","bacteroidetes","FIG01740237","predicted Fe-S oxidoreductase"
"6229","bacteroidetes","FIG00896715","Hypothetical protein clustered with UpdY"
"6230","bacteroidetes","FIG01340199","FIG00407667: hypothetical protein"
"6231","bacteroidetes","FIG01345343","FIG00405830: hypothetical protein"
"6232","bacteroidetes","FIG01467049","clindamycin resistance transfer factor BtgB"
"6233","bacteroidetes","FIG01724000","FIG00406340: hypothetical protein"
"6234","bacteroidetes","FIG01894785","Uncharacterized protein MJ1379"
"6235","bacteroidetes","FIG00000527","Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)"
"6236","bacteroidetes","FIG01954797","Methyl-accepting chemotaxis protein"
"6237","bacteroidetes","FIG01344438","rRNA adenine N-6-methyltransferase (EC 2.1.1.48)"
"6238","bacteroidetes","FIG01397979","FIG00412109: hypothetical protein"
"6239","bacteroidetes","FIG00496651","fic family protein"
"6240","bacteroidetes","FIG01587776","FIG00414320: hypothetical protein"
"6241","bacteroidetes","FIG01486652","Site-specific recombinase Mpi"
"6242","bacteroidetes","FIG01955774",NA
"6243","bacteroidetes","FIG01955779","Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type"
"6244","bacteroidetes","FIG01955778",NA
"6245","bacteroidetes","FIG01373650","FIG00404450: hypothetical protein"
"6246","bacteroidetes","FIG00897590","FIG00897591: hypothetical protein"
"6247","bacteroidetes","FIG01365138","FIG045364: Hypothetical protein"
"6248","bacteroidetes","FIG01316175","FIG00402755: hypothetical protein"
"6249","bacteroidetes","FIG01460736","hypothetical protein"
"6250","bacteroidetes","FIG00002960","Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)"
"6251","bacteroidetes","FIG01548503","putative beta-lactamase"
"6252","bacteroidetes","FIG00897622","Similar to conjugative transposon protein TraH"
"6253","bacteroidetes","FIG01404852","transferase hexapeptide repeat"
"6254","bacteroidetes","FIG01393315","FIG00404931: hypothetical protein"
"6255","bacteroidetes","FIG01622670","FIG00407991: hypothetical protein"
"6256","bacteroidetes","FIG01404858","Mobilization protein C"
"6257","bacteroidetes","FIG00853015","glycosyl transferase, group 1"
"6258","bacteroidetes","FIG01440083","putative nucleotidyltransferase"
"6259","bacteroidetes","FIG01336089","Endo-1,4-beta-xylanase D"
"6260","bacteroidetes","FIG01956155",NA
"6261","bacteroidetes","FIG01956151",NA
"6262","bacteroidetes","FIG01810081","FIG00413071: hypothetical protein"
"6263","bacteroidetes","FIG00002389","Oxaloacetate decarboxylase gamma chain (EC 4.1.1.3)"
"6264","bacteroidetes","FIG01510808","putative thiol-disulfide isomerase"
"6265","bacteroidetes","FIG00001005","ABC-type multidrug transport system, ATPase component"
"6266","bacteroidetes","FIG01368563","FIG00407084: hypothetical protein"
"6267","bacteroidetes","FIG01811924","FIG00405616: hypothetical protein"
"6268","bacteroidetes","FIG01326468","Acetyl esterase"
"6269","bacteroidetes","FIG01229323","FIG01229324: hypothetical protein"
"6270","bacteroidetes","FIG00939209","FIG00939210: hypothetical protein"
"6271","bacteroidetes","FIG00938553","FIG00938555: hypothetical protein"
"6272","bacteroidetes","FIG01337753","FIG00418137: hypothetical protein"
"6273","bacteroidetes","FIG00938008","FIG00938009: hypothetical protein"
"6274","bacteroidetes","FIG01349470","FIG00404860: hypothetical protein"
"6275","bacteroidetes","FIG01623186","FIG00896977: hypothetical protein"
"6276","bacteroidetes","FIG01658362","integron integrase"
"6277","bacteroidetes","FIG00937599","FIG00937600: hypothetical protein"
"6278","bacteroidetes","FIG01425362","conserved hypothetical protein, putative S-layer related protein precursor"
"6279","bacteroidetes","FIG01398643","FIG00402873: hypothetical protein"
"6280","bacteroidetes","FIG00937060","FIG00937061: hypothetical protein"
"6281","bacteroidetes","FIG01391200","hypothetical protein"
"6282","bacteroidetes","FIG01408499","FIG00415457: hypothetical protein"
"6283","bacteroidetes","FIG00005727","Type III restriction-modification system methylation subunit (EC 2.1.1.72)"
"6284","bacteroidetes","FIG01456287","FIG00413224: hypothetical protein"
"6285","bacteroidetes","FIG01672137","FIG00403032: hypothetical protein"
"6286","bacteroidetes","FIG01456758","TRX family"
"6287","bacteroidetes","FIG01359083","FIG00897313: hypothetical protein"
"6288","bacteroidetes","FIG01704616",NA
"6289","bacteroidetes","FIG00896882","putative hexapeptide transferase family protein"
"6290","bacteroidetes","FIG01451081","FIG00412175: hypothetical protein"
"6291","bacteroidetes","FIG01632928","FIG00413783: hypothetical protein"
"6292","bacteroidetes","FIG01407240","TPR-repeat-containing proteins"
"6293","bacteroidetes","FIG01455250","Abortive infection protein AbiGII"
"6294","bacteroidetes","FIG01165868","Modification methylase MjaIII (EC 2.1.1.72)"
"6295","bacteroidetes","FIG00515945","Methyltransferase (EC 2.1.1.-)"
"6296","bacteroidetes","FIG01506657","FIG00417995: hypothetical protein"
"6297","bacteroidetes","FIG01114528",NA
"6298","bacteroidetes","FIG00898105","Possible anti-sigma factor"
"6299","bacteroidetes","FIG01313455","Huntingtin interacting protein E-like protein"
"6300","bacteroidetes","FIG01322021","FIG00405109: hypothetical protein"
"6301","bacteroidetes","FIG01326076","putative ABC transporter permease"
"6302","bacteroidetes","FIG00024226","Ribose operon repressor"
"6303","bacteroidetes","FIG01320283","FIG00406678: hypothetical protein"
"6304","bacteroidetes","FIG01430479","FIG00404849: hypothetical protein"
"6305","bacteroidetes","FIG00896779","FIG00896781: hypothetical protein"
"6306","bacteroidetes","FIG01467063","FIG00472059: hypothetical protein"
"6307","bacteroidetes","FIG01432657","FIG00409095: hypothetical protein"
"6308","bacteroidetes","FIG01641437","putative endonuclease precursor"
"6309","bacteroidetes","FIG01381711",NA
"6310","bacteroidetes","FIG00899199","FIG00899205: hypothetical protein"
"6311","bacteroidetes","FIG01706562","FIG00412371: hypothetical protein"
"6312","bacteroidetes","FIG01509717","Transposase for insertion sequence element IS21-like"
"6313","bacteroidetes","FIG00000548","3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)"
"6314","bacteroidetes","FIG01458375","Bsr4717 protein"
"6315","bacteroidetes","FIG01325835","Putative O-antigen synthesis protein, WbyH"
"6316","bacteroidetes","FIG01392317","FIG00402837: hypothetical protein"
"6317","bacteroidetes","FIG00050391","Choline permease LicB"
"6318","bacteroidetes","FIG01514572","Integrase/recombinase (XerC/CodV family)"
"6319","bacteroidetes","FIG00047463","Predicted cobalt transporter in Bacteroides_Porphyromonas"
"6320","bacteroidetes","FIG01328628","Sugar phosphate isomerase/epimerase"
"6321","bacteroidetes","FIG01658547","FIG00415761: hypothetical protein"
"6322","bacteroidetes","FIG00002947","Chemotaxis protein CheC -- inhibitor of MCP methylation"
"6323","bacteroidetes","FIG00632706","ORF032"
"6324","bacteroidetes","FIG01444565","FIG00414211: hypothetical protein"
"6325","bacteroidetes","FIG00897641","FIG00897642: hypothetical protein"
"6326","bacteroidetes","FIG00077876","UDP-glucuronate 5'-epimerase (EC 5.1.3.12)"
"6327","bacteroidetes","FIG01677627","FIG00413964: hypothetical protein"
"6328","bacteroidetes","FIG00149408","Clostridium cellulosome enzyme, dockerin type I precursor"
"6329","bacteroidetes","FIG00054154","Filamentous haemagglutinin domain protein"
"6330","bacteroidetes","FIG01526081","FIG00402663: hypothetical protein"
"6331","bacteroidetes","FIG01327395","MTH1175-like domain family protein"
"6332","bacteroidetes","FIG01364795","FIG00406426: hypothetical protein"
"6333","bacteroidetes","FIG01496246","FIG00405623: hypothetical protein"
"6334","bacteroidetes","FIG00938991","FIG00938992: hypothetical protein"
"6335","bacteroidetes","FIG00025630","cAMP-dependent Kef-type K+ transport system"
"6336","bacteroidetes","FIG01566705","FIG00410285: hypothetical protein"
"6337","bacteroidetes","FIG01505982","FIG00405850: hypothetical protein"
"6338","bacteroidetes","FIG00939223","FIG00939225: hypothetical protein"
"6339","bacteroidetes","FIG01409189","FIG00403293: hypothetical protein"
"6340","bacteroidetes","FIG01725033","COGs COG0439"
"6341","bacteroidetes","FIG01304668",NA
"6342","bacteroidetes","FIG00001086","Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family"
"6343","bacteroidetes","FIG01228517",NA
"6344","bacteroidetes","FIG00930504","TPR domain protein"
"6345","bacteroidetes","FIG00001885","PTS system, mannitol-specific IIB component (EC 2.7.1.69) / PTS system, mannitol-specific IIC component (EC 2.7.1.69)"
"6346","bacteroidetes","FIG01413057","4-hydroxybenzoyl-CoA thioesterase (EC 3.1.2.23)"
"6347","bacteroidetes","FIG01472191","FIG00404088: hypothetical protein"
"6348","bacteroidetes","FIG00896522","FIG00896523: hypothetical protein"
"6349","bacteroidetes","FIG00896527","FIG00896529: hypothetical protein"
"6350","bacteroidetes","FIG01371289","FIG00410414: hypothetical protein"
"6351","bacteroidetes","FIG01518225","O-acetyl transferase"
"6352","bacteroidetes","FIG01426074","FIG00403158: hypothetical protein"
"6353","bacteroidetes","FIG01121388","Putative two-component system response regulator"
"6354","bacteroidetes","FIG01602792","FIG00405652: hypothetical protein"
"6355","bacteroidetes","FIG01500449","FIG00416767: hypothetical protein"
"6356","bacteroidetes","FIG01385218","FIG00403675: hypothetical protein"
"6357","bacteroidetes","FIG01578686","FIG00404360: hypothetical protein"
"6358","bacteroidetes","FIG01845148","FIG00407597: hypothetical protein"
"6359","bacteroidetes","FIG01376039","FIG00899379: hypothetical protein"
"6360","bacteroidetes","FIG00936351","FIG00936355: hypothetical protein"
"6361","bacteroidetes","FIG00472955","FIG00472956: hypothetical protein"
"6362","bacteroidetes","FIG00004074","Ferredoxin-type protein NapG (periplasmic nitrate reductase)"
"6363","bacteroidetes","FIG00924762","hypothetical protein; Hypothetical gene"
"6364","bacteroidetes","FIG01873245","Biotin synthase and related enzymes"
"6365","bacteroidetes","FIG00003484","Lactaldehyde reductase (EC 1.1.1.77)"
"6366","bacteroidetes","FIG01410171","putative cell wall biogenesis protein"
"6367","bacteroidetes","FIG01407265","FIG00409316: hypothetical protein"
"6368","bacteroidetes","FIG00001750","Carbon starvation protein A"
"6369","bacteroidetes","FIG01210062","sialic acid-specific 9-O-acetylesterase"
"6370","bacteroidetes","FIG01176692","ferritin"
"6371","bacteroidetes","FIG01372864","FIG00403362: hypothetical protein"
"6372","bacteroidetes","FIG01755080","FIG00605242: hypothetical protein"
"6373","bacteroidetes","FIG01588261","FIG00897336: hypothetical protein"
"6374","bacteroidetes","FIG00898334","FIG00898336: hypothetical protein"
"6375","bacteroidetes","FIG01354066","Tetracycline resistance element mobilization regulatory protein rteC"
"6376","bacteroidetes","FIG01422233","FIG00403691: hypothetical protein"
"6377","bacteroidetes","FIG01450007","endo-beta-N-acetylglucosaminidase F1 precursor"
"6378","bacteroidetes","FIG01386312","Type III PLP / low-specificity D-threonine aldolase"
"6379","bacteroidetes","FIG00628844","Conserved membrane protein"
"6380","bacteroidetes","FIG00898591","FIG00898592: hypothetical protein"
"6381","bacteroidetes","FIG01319052","Zinc finger domain-containing protein"
"6382","bacteroidetes","FIG01370934","Putative mannosyltransferase involved in polysaccharide biosynthesis"
"6383","bacteroidetes","FIG00938746","FIG00407687: hypothetical protein"
"6384","bacteroidetes","FIG00899174","FIG00899176: hypothetical protein"
"6385","bacteroidetes","FIG00936328","FIG00936332: hypothetical protein"
"6386","bacteroidetes","FIG01473109","restriction endonuclease-related protein"
"6387","bacteroidetes","FIG00937565","FIG00937566: hypothetical protein"
"6388","bacteroidetes","FIG00937568","FIG00937571: hypothetical protein"
"6389","bacteroidetes","FIG01351540","FIG00405495: hypothetical protein"
"6390","bacteroidetes","FIG00518547","phage portal protein"
"6391","bacteroidetes","FIG01457365","FIG00407789: hypothetical protein"
"6392","bacteroidetes","FIG01332319","FIG00407300: hypothetical protein"
